asin,sku,date,sales_quantity,sale_price,original_price,discount_rate,ad_spend,ad_impressions,ad_clicks,fba_inventory,is_lightning_deal,is_coupon_active,category,launch_date
B00000019,SKU-KIT-0019,2024-07-06,129,34.26,34.26,0.0,106.03,8576,367,376,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-07,136,34.26,34.26,0.0,30.05,3884,176,1170,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-08,141,34.26,34.26,0.0,0.0,0,0,1108,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-09,163,34.26,34.26,0.0,159.96,21723,949,1877,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-10,222,34.26,34.26,0.0,138.66,15180,308,208,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-11,199,34.26,34.26,0.0,178.81,24440,691,1522,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-12,212,34.26,34.26,0.0,0.0,0,0,1704,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-13,261,34.26,34.26,0.0,0.0,0,0,812,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-14,225,34.26,34.26,0.0,107.94,12913,256,1394,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-15,195,34.26,34.26,0.0,168.91,16364,767,520,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-16,426,27.77,34.26,0.19,491.42,48438,1807,1329,1,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-17,675,27.33,34.26,0.2,652.3,69265,1226,1070,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-18,125,34.26,34.26,0.0,0.0,0,0,410,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-19,89,34.26,34.26,0.0,0.0,0,0,634,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-20,110,34.26,34.26,0.0,73.91,7872,258,980,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-21,167,34.26,34.26,0.0,36.43,4099,100,83,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-22,115,34.26,34.26,0.0,133.0,14348,627,1083,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-23,157,34.26,34.26,0.0,77.53,7742,210,932,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-24,142,30.26,34.26,0.12,117.74,10952,397,1451,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-25,111,34.26,34.26,0.0,81.83,8094,110,1537,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-26,119,34.26,34.26,0.0,0.0,0,0,1608,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-27,165,34.26,34.26,0.0,68.33,8925,153,373,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-28,126,34.26,34.26,0.0,38.61,3511,46,1368,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-29,148,34.26,34.26,0.0,120.24,16620,416,778,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-30,160,30.58,34.26,0.11,132.81,11549,405,1464,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-07-31,91,34.26,34.26,0.0,0.0,0,0,1350,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-01,132,34.26,34.26,0.0,57.6,4717,167,1482,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-02,118,34.26,34.26,0.0,75.18,7981,190,1150,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-03,143,34.26,34.26,0.0,0.0,0,0,1176,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-04,166,34.26,34.26,0.0,129.19,17255,220,1996,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-05,145,34.26,34.26,0.0,52.02,5849,150,1283,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-06,124,34.26,34.26,0.0,99.6,12169,188,838,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-07,134,34.26,34.26,0.0,0.0,0,0,586,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-08,124,34.26,34.26,0.0,0.0,0,0,1651,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-09,92,34.26,34.26,0.0,124.85,16980,365,255,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-10,148,34.26,34.26,0.0,0.0,0,0,1724,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-11,129,34.26,34.26,0.0,35.03,3317,125,1612,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-12,153,32.14,34.26,0.06,37.06,3550,77,871,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-13,155,34.26,34.26,0.0,84.15,11686,140,1767,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-14,137,34.26,34.26,0.0,30.28,2521,113,85,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-15,125,34.26,34.26,0.0,79.67,7651,137,1302,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-16,157,34.26,34.26,0.0,0.0,0,0,1019,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-17,183,34.26,34.26,0.0,106.73,9429,388,1391,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-18,131,34.26,34.26,0.0,93.89,10130,258,1157,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-19,154,34.26,34.26,0.0,85.97,10218,355,1567,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-20,116,34.26,34.26,0.0,66.57,7779,107,1219,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-21,141,34.26,34.26,0.0,44.99,4425,154,1371,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-22,126,34.26,34.26,0.0,46.26,6708,189,755,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-23,104,34.26,34.26,0.0,36.75,3184,75,338,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-24,154,34.26,34.26,0.0,40.92,5699,186,573,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-25,113,34.26,34.26,0.0,84.63,8911,394,1228,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-26,95,34.26,34.26,0.0,112.36,15475,269,1314,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-27,131,34.26,34.26,0.0,97.3,8209,399,1775,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-28,116,34.26,34.26,0.0,69.86,9097,144,344,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-29,132,34.26,34.26,0.0,35.79,3882,63,465,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-30,119,34.26,34.26,0.0,112.12,13302,405,954,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-08-31,143,34.26,34.26,0.0,90.3,10474,441,522,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-01,141,34.26,34.26,0.0,77.93,7584,224,953,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-02,134,34.26,34.26,0.0,92.72,11372,268,82,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-03,125,27.66,34.26,0.19,99.39,9321,140,848,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-04,151,34.26,34.26,0.0,0.0,0,0,614,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-05,113,34.26,34.26,0.0,0.0,0,0,1868,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-06,97,34.26,34.26,0.0,115.45,9549,409,732,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-07,163,34.26,34.26,0.0,75.13,7351,253,553,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-08,150,34.26,34.26,0.0,123.45,15664,269,551,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-09,148,34.26,34.26,0.0,92.22,13535,654,1323,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-10,128,31.04,34.26,0.09,43.1,4470,56,351,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-11,140,34.26,34.26,0.0,44.91,5350,174,1915,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-12,137,34.26,34.26,0.0,122.03,13846,622,1311,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-13,153,34.26,34.26,0.0,53.7,5710,191,970,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-14,158,34.26,34.26,0.0,69.38,7170,347,12,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-15,196,29.66,34.26,0.13,126.69,12974,400,1475,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-16,169,27.94,34.26,0.18,58.76,5003,233,376,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-17,169,34.26,34.26,0.0,93.32,8805,258,640,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-18,159,34.26,34.26,0.0,122.39,12408,308,1471,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-19,119,34.26,34.26,0.0,55.1,7292,173,967,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-20,180,31.08,34.26,0.09,0.0,0,0,346,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-21,152,34.26,34.26,0.0,0.0,0,0,1567,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-22,194,34.26,34.26,0.0,27.28,3506,71,70,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-23,177,34.26,34.26,0.0,0.0,0,0,570,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-24,141,34.26,34.26,0.0,0.0,0,0,372,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-25,151,34.26,34.26,0.0,0.0,0,0,492,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-26,118,34.26,34.26,0.0,126.61,11512,430,80,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-27,152,34.26,34.26,0.0,29.45,2659,122,685,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-28,179,34.26,34.26,0.0,60.96,6444,181,701,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-29,158,34.26,34.26,0.0,0.0,0,0,1947,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-09-30,185,28.9,34.26,0.16,70.72,6997,129,353,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-01,83,29.75,34.26,0.13,77.98,11663,395,1793,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-02,125,34.26,34.26,0.0,0.0,0,0,1483,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-03,111,34.26,34.26,0.0,41.28,3398,125,1359,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-04,94,34.26,34.26,0.0,0.0,0,0,212,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-05,127,34.26,34.26,0.0,84.07,10915,115,811,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-06,143,34.26,34.26,0.0,48.93,5585,65,914,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-07,119,34.26,34.26,0.0,0.0,0,0,1310,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-08,103,34.26,34.26,0.0,61.21,8485,120,908,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-09,81,34.26,34.26,0.0,48.04,6866,305,1830,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-10,121,34.26,34.26,0.0,84.11,11864,384,512,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-11,82,34.26,34.26,0.0,36.55,5384,153,1538,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-12,103,34.26,34.26,0.0,23.67,3446,42,777,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-13,126,34.26,34.26,0.0,52.61,5404,213,40,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-14,113,34.26,34.26,0.0,91.59,12560,196,1173,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-15,141,30.76,34.26,0.1,75.0,8378,369,1037,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-16,122,34.26,34.26,0.0,39.57,5874,167,1253,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-17,98,34.26,34.26,0.0,0.0,0,0,735,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-18,139,34.26,34.26,0.0,68.33,5561,220,306,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-19,149,30.95,34.26,0.1,0.0,0,0,1202,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-20,136,34.26,34.26,0.0,39.46,5893,157,679,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-21,92,34.26,34.26,0.0,74.1,7155,185,1167,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-22,130,34.26,34.26,0.0,46.6,5656,78,538,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-23,112,34.26,34.26,0.0,98.95,12963,535,1502,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-24,129,34.26,34.26,0.0,0.0,0,0,724,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-25,136,34.26,34.26,0.0,87.71,8376,333,1646,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-26,151,34.26,34.26,0.0,30.6,3426,40,958,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-27,98,34.26,34.26,0.0,85.28,7494,158,1428,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-28,170,29.13,34.26,0.15,110.0,16114,290,881,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-29,264,34.26,34.26,0.0,151.28,15493,665,996,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-30,255,34.26,34.26,0.0,176.05,18742,459,1486,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-10-31,180,34.26,34.26,0.0,0.0,0,0,624,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-01,230,34.26,34.26,0.0,40.02,4608,123,789,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-02,216,34.26,34.26,0.0,187.4,16417,775,1645,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-03,317,34.26,34.26,0.0,59.58,7149,265,1228,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-04,183,34.26,34.26,0.0,83.24,10197,447,668,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-05,230,34.26,34.26,0.0,158.0,15294,604,820,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-06,252,34.26,34.26,0.0,0.0,0,0,808,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-07,243,34.26,34.26,0.0,0.0,0,0,975,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-08,215,31.5,34.26,0.08,0.0,0,0,795,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-09,281,34.26,34.26,0.0,0.0,0,0,458,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-10,257,34.26,34.26,0.0,163.94,20051,453,1398,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-11,227,34.26,34.26,0.0,177.48,26535,509,471,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-12,177,34.26,34.26,0.0,168.86,21987,716,1764,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-13,229,34.26,34.26,0.0,83.97,10282,292,580,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-14,278,34.26,34.26,0.0,104.09,9687,119,484,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-15,268,34.26,34.26,0.0,158.61,22695,1084,1057,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-16,271,34.26,34.26,0.0,97.82,10652,430,890,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-17,226,34.26,34.26,0.0,119.03,14191,634,328,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-18,160,34.26,34.26,0.0,95.01,8984,124,1673,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-19,0,34.26,34.26,0.0,178.35,14927,247,0,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-20,262,34.26,34.26,0.0,181.95,19409,733,80,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-21,190,34.26,34.26,0.0,120.32,17540,664,1884,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-22,201,34.26,34.26,0.0,0.0,0,0,440,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-23,206,34.26,34.26,0.0,63.79,8407,231,570,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-24,278,34.26,34.26,0.0,60.57,6918,227,1346,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-25,169,34.26,34.26,0.0,69.42,5764,217,1119,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-26,695,28.37,34.26,0.17,324.27,36197,1391,679,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-27,705,27.56,34.26,0.2,420.62,34607,476,810,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-28,671,26.75,34.26,0.22,0.0,0,0,988,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-29,1914,27.77,34.26,0.19,0.0,0,0,652,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-11-30,285,32.52,34.26,0.05,196.24,22897,553,1028,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-01,235,34.26,34.26,0.0,199.51,24193,942,1559,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-02,1640,28.56,34.26,0.17,909.3,128764,3429,266,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-03,163,34.26,34.26,0.0,123.86,16218,735,64,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-04,281,34.26,34.26,0.0,122.63,16121,472,710,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-05,159,34.26,34.26,0.0,0.0,0,0,1702,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-06,160,34.26,34.26,0.0,156.11,22243,1062,1283,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-07,296,34.26,34.26,0.0,194.2,16513,809,522,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-08,270,34.26,34.26,0.0,0.0,0,0,1966,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-09,271,34.26,34.26,0.0,0.0,0,0,1509,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-10,158,34.26,34.26,0.0,184.27,23881,996,389,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-11,482,34.26,34.26,0.0,349.34,29403,776,1580,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-12,581,34.26,34.26,0.0,87.35,10450,391,1997,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-13,573,34.26,34.26,0.0,0.0,0,0,1705,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-14,408,34.26,34.26,0.0,396.35,41018,1189,1717,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-15,577,34.26,34.26,0.0,323.58,43733,567,927,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-16,391,34.26,34.26,0.0,364.87,38686,780,532,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-17,370,28.48,34.26,0.17,337.12,40340,1094,919,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-18,629,24.52,34.26,0.28,350.93,50149,2146,249,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-19,583,24.19,34.26,0.29,0.0,0,0,1222,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-20,453,25.35,34.26,0.26,0.0,0,0,934,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-21,786,25.17,34.26,0.27,483.48,59752,2527,262,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-22,739,26.26,34.26,0.23,0.0,0,0,1333,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-23,503,28.96,34.26,0.15,390.45,54055,928,366,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-24,393,27.24,34.26,0.2,472.34,53136,1608,432,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-25,231,34.26,34.26,0.0,95.7,13888,287,1207,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-26,187,34.26,34.26,0.0,0.0,0,0,844,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-27,179,34.26,34.26,0.0,151.78,13201,520,1222,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-28,313,34.26,34.26,0.0,166.62,24870,436,1874,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-29,189,34.26,34.26,0.0,0.0,0,0,429,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-30,186,34.26,34.26,0.0,93.94,9659,260,384,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2024-12-31,277,34.26,34.26,0.0,48.65,6919,179,509,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-01,87,34.26,34.26,0.0,0.0,0,0,65,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-02,75,34.26,34.26,0.0,0.0,0,0,413,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-03,74,34.26,34.26,0.0,15.88,1537,20,1143,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-04,102,34.26,34.26,0.0,16.76,1678,57,1621,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-05,80,34.26,34.26,0.0,51.3,7571,346,1624,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-06,101,34.26,34.26,0.0,21.44,2458,43,1889,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-07,71,27.84,34.26,0.19,44.58,4837,233,1398,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-08,80,34.26,34.26,0.0,19.51,2837,56,372,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-09,90,34.26,34.26,0.0,18.32,2634,91,1164,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-10,71,34.26,34.26,0.0,54.24,5424,220,1090,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-11,106,34.26,34.26,0.0,44.95,5153,163,302,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-12,117,34.26,34.26,0.0,41.52,6105,193,1650,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-13,92,34.26,34.26,0.0,0.0,0,0,633,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-14,74,34.26,34.26,0.0,51.04,6297,185,1684,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-15,90,34.26,34.26,0.0,66.69,7585,342,1629,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-16,92,34.26,34.26,0.0,18.05,1745,24,1578,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-17,63,34.26,34.26,0.0,0.0,0,0,1986,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-18,83,34.26,34.26,0.0,0.0,0,0,644,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-19,106,34.26,34.26,0.0,53.29,7271,274,1037,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-20,58,34.26,34.26,0.0,66.97,5878,260,408,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-21,58,28.12,34.26,0.18,20.09,2103,81,1680,0,1,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-22,56,34.26,34.26,0.0,0.0,0,0,22,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-23,76,34.26,34.26,0.0,27.03,3659,160,1469,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-24,97,34.26,34.26,0.0,30.61,4054,60,1558,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-25,108,34.26,34.26,0.0,67.97,6800,338,943,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-26,99,34.26,34.26,0.0,0.0,0,0,1047,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-27,60,34.26,34.26,0.0,0.0,0,0,1221,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-28,63,34.26,34.26,0.0,15.77,1335,20,1804,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-29,57,34.26,34.26,0.0,48.59,6221,240,384,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-30,98,34.26,34.26,0.0,17.35,2366,85,1652,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-01-31,94,34.26,34.26,0.0,0.0,0,0,633,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-02-01,101,34.26,34.26,0.0,57.57,5483,151,488,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-02-02,95,32.48,34.26,0.05,17.31,1720,59,383,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-02-03,90,34.26,34.26,0.0,0.0,0,0,339,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-02-04,74,34.26,34.26,0.0,0.0,0,0,368,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-02-05,65,34.26,34.26,0.0,0.0,0,0,1260,0,0,kitchen,2024-04-25
B00000019,SKU-KIT-0019,2025-02-06,65,34.26,34.26,0.0,0.0,0,0,1047,0,0,kitchen,2024-04-25
